AAAAMMDD	tMin	tMax	tMoy	djuM	djuC	tag
20010227	-3.00	9.90	3.45	14.55	14.55	200102
20010228	0.70	9.70	5.20	12.80	12.80	200102
20010301	1.20	7.90	4.55	13.45	13.45	200103
20010302	0.70	6.90	3.80	14.20	14.20	200103
20010303	3.20	14.50	8.85	9.15	9.15	200103
20010304	8.60	12.50	10.55	7.45	7.45	200103
20010305	7.50	14.50	11.00	7.00	7.00	200103
20010306	3.30	17.50	10.40	7.60	7.60	200103
20010307	8.10	16.10	12.10	5.90	5.90	200103
20010308	8.20	11.10	9.65	8.35	8.35	200103
20010309	6.20	16.70	11.45	6.55	6.55	200103
20010310	6.60	11.30	8.95	9.05	9.05	200103
20010311	5.70	14.50	10.10	7.90	7.90	200103
20010312	8.90	17.90	13.40	4.60	4.60	200103
20010313	5.50	14.20	9.85	8.15	8.15	200103
20010314	7.70	15.60	11.65	6.35	6.35	200103
20010315	3.50	20.80	12.15	5.85	6.26	200103
20010316	3.90	20.70	12.30	5.70	6.10	200103
20010317	8.90	10.40	9.65	8.35	8.35	200103
20010318	5.90	14.00	9.95	8.05	8.05	200103
20010319	8.60	17.20	12.90	5.10	5.10	200103
20010320	6.70	12.50	9.60	8.40	8.40	200103
20010321	10.00	14.10	12.05	5.95	5.95	200103
20010322	10.70	20.50	15.60	2.40	2.87	200103
20010323	7.60	21.50	14.55	3.45	4.10	200103
20010324	9.00	27.70	18.35	0.00	2.54	200103
20010325	11.70	17.50	14.60	3.40	3.40	200103
20010326	8.80	16.60	12.70	5.30	5.30	200103
20010327	5.70	17.80	11.75	6.25	6.25	200103
20010328	6.00	18.00	12.00	6.00	6.00	200103
20010329	6.90	14.30	10.60	7.40	7.40	200103
20010330	5.60	11.20	8.40	9.60	9.60	200103
20010331	0.70	16.10	8.40	9.60	9.60	200103
20010401	1.90	20.10	11.00	7.00	7.27	200104
20010402	4.40	23.10	13.75	4.25	5.24	200104
20010403	6.30	21.50	13.90	4.10	4.72	200104
20010404	7.60	18.10	12.85	5.15	5.16	200104
20010405	6.30	15.30	10.80	7.20	7.20	200104
20010406	7.30	16.20	11.75	6.25	6.25	200104
20010407	9.20	13.70	11.45	6.55	6.55	200104
20010408	5.70	8.70	7.20	10.80	10.80	200104
20010409	5.30	13.80	9.55	8.45	8.45	200104
20010410	7.60	14.00	10.80	7.20	7.20	200104
20010411	6.40	12.40	9.40	8.60	8.60	200104
20010412	6.60	15.00	10.80	7.20	7.20	200104
20010413	5.00	14.50	9.75	8.25	8.25	200104
20010414	2.70	12.20	7.45	10.55	10.55	200104
20010415	1.20	10.60	5.90	12.10	12.10	200104
20010416	5.40	12.50	8.95	9.05	9.05	200104
20010417	0.90	14.50	7.70	10.30	10.30	200104
20010418	1.80	13.50	7.65	10.35	10.35	200104
20010419	6.20	12.40	9.30	8.70	8.70	200104
20010420	3.00	8.80	5.90	12.10	12.10	200104
20010421	1.70	7.50	4.60	13.40	13.40	200104
20010422	4.10	13.10	8.60	9.40	9.40	200104
20010423	5.30	8.40	6.85	11.15	11.15	200104
20010424	5.50	17.50	11.50	6.50	6.50	200104
20010425	9.80	14.70	12.25	5.75	5.75	200104
20010426	3.10	18.80	10.95	7.05	7.13	200104
20010427	3.20	22.80	13.00	5.00	5.88	200104
20010428	8.50	22.50	15.50	2.50	3.47	200104
20010429	8.10	23.30	15.70	2.30	3.50	200104
20010430	8.10	20.50	14.30	3.70	4.11	200104
20010501	10.60	15.80	13.20	4.80	4.80	200105
20010502	10.00	18.50	14.25	3.75	3.80	200105
20010503	10.80	17.30	14.05	3.95	3.95	200105
20010504	10.40	13.10	11.75	6.25	6.25	200105
20010505	7.60	17.60	12.60	5.40	5.40	200105
20010506	10.40	14.80	12.60	5.40	5.40	200105
20010507	9.80	12.70	11.25	6.75	6.75	200105
20010508	10.60	18.20	14.40	3.60	3.62	200105
20010509	10.20	25.90	18.05	0.00	2.25	200105
20010510	12.00	22.90	17.45	0.55	1.87	200105
20010511	10.40	24.80	17.60	0.40	2.29	200105
20010512	7.60	26.90	17.25	0.75	3.19	200105
20010513	10.00	29.10	19.55	0.00	2.05	200105
20010514	11.00	24.60	17.80	0.20	2.07	200105
20010515	12.80	19.30	16.05	1.95	2.16	200105
20010516	10.80	23.60	17.20	0.80	2.28	200105
20010517	12.90	21.20	17.05	0.95	1.72	200105
20010518	11.30	18.80	15.05	2.95	3.05	200105
20010519	5.60	22.60	14.10	3.90	4.79	200105
20010520	8.30	22.60	15.45	2.55	3.54	200105
20010521	11.20	24.60	17.90	0.10	1.99	200105
20010522	14.30	22.90	18.60	0.00	0.96	200105
20010523	15.00	26.70	20.85	0.00	0.56	200105
20010524	13.10	26.40	19.75	0.00	1.15	200105
20010525	13.90	26.30	20.10	0.00	0.90	200105
20010526	11.60	27.60	19.60	0.00	1.59	200105
20010527	13.60	29.70	21.65	0.00	0.86	200105
20010528	13.90	30.30	22.10	0.00	0.76	200105
20010529	13.70	32.70	23.20	0.00	0.75	200105
20010530	15.70	33.20	24.45	0.00	0.31	200105
20010531	14.50	28.90	21.70	0.00	0.64	200105
20010601	13.10	23.50	18.30	0.00	1.36	0
20010602	8.90	22.80	15.85	2.15	3.23	0
20010603	12.70	17.50	15.10	2.90	2.90	0
20010604	4.60	22.80	13.70	4.30	5.22	0
20010605	7.10	26.40	16.75	1.25	3.46	0
20010606	13.80	21.10	17.45	0.55	1.35	0
20010607	8.60	25.00	16.80	1.20	3.01	0
20010608	11.70	24.40	18.05	0.00	1.82	0
20010609	15.20	16.40	15.80	2.20	2.20	0
20010610	14.30	16.30	15.30	2.70	2.70	0
20010611	11.40	20.80	16.10	1.90	2.47	0
20010612	7.00	26.50	16.75	1.25	3.49	0
20010613	11.70	26.80	19.25	0.00	1.61	0
20010614	12.10	28.10	20.10	0.00	1.39	0
20010615	12.70	32.20	22.45	0.00	1.03	0
20010616	15.10	20.40	17.75	0.25	0.90	0
20010617	13.40	17.50	15.45	2.55	2.55	0
20010618	11.70	17.20	14.45	3.55	3.55	0
20010619	9.60	23.10	16.35	1.65	2.87	0
20010620	9.20	25.70	17.45	0.55	2.68	0
20010621	11.10	29.10	20.10	0.00	1.66	0
20010622	12.00	29.50	20.75	0.00	1.34	0
20010623	11.40	29.40	20.40	0.00	1.54	0
20010624	13.40	31.40	22.40	0.00	0.86	0
20010625	15.40	31.10	23.25	0.00	0.39	0
20010626	15.40	32.20	23.80	0.00	0.38	0
20010627	17.70	29.20	23.45	0.00	0.03	0
20010628	17.20	21.40	19.30	0.00	0.13	0
20010629	13.40	28.30	20.85	0.00	0.96	0
20010630	14.60	30.30	22.45	0.00	0.58	0
20010701	16.70	28.20	22.45	0.00	0.17	0
20010702	13.60	28.70	21.15	0.00	0.89	0
20010703	14.70	31.00	22.85	0.00	0.54	0
20010704	17.00	30.80	23.90	0.00	0.11	0
20010705	16.50	29.70	23.10	0.00	0.19	0
20010706	17.50	30.40	23.95	0.00	0.05	0
20010707	17.60	22.90	20.25	0.00	0.04	0
20010708	14.00	24.40	19.20	0.00	0.97	0
20010709	14.70	28.20	21.45	0.00	0.60	0
20010710	16.70	28.60	22.65	0.00	0.16	0
20010711	18.40	24.70	21.55	0.00	0.00	0
20010712	13.30	28.20	20.75	0.00	1.00	0
20010713	14.50	31.00	22.75	0.00	0.59	0
20010714	17.60	29.20	23.40	0.00	0.04	0
20010715	13.20	17.00	15.10	2.90	2.90	0
20010716	10.20	19.10	14.65	3.35	3.50	0
20010717	9.90	25.40	17.65	0.35	2.43	0
20010718	15.20	22.00	18.60	0.00	0.71	0
20010719	11.80	23.20	17.50	0.50	1.91	0
20010720	13.90	20.10	17.00	1.00	1.47	0
20010721	8.40	26.00	17.20	0.80	2.97	0
20010722	11.50	29.70	20.60	0.00	1.49	0
20010723	14.20	30.30	22.25	0.00	0.68	0
20010724	15.40	28.70	22.05	0.00	0.42	0
20010725	15.10	29.50	22.30	0.00	0.48	0
20010726	16.10	31.40	23.75	0.00	0.25	0
20010727	16.80	30.90	23.85	0.00	0.14	0
20010728	18.40	29.80	24.10	0.00	0.00	0
20010729	15.00	30.40	22.70	0.00	0.49	0
20010730	17.50	31.80	24.65	0.00	0.05	0
20010731	18.30	31.70	25.00	0.00	0.00	0
20010801	17.70	31.50	24.60	0.00	0.03	0
20010802	19.10	31.00	25.05	0.00	0.00	0
20010803	18.50	26.70	22.60	0.00	0.00	0
20010804	18.10	25.50	21.80	0.00	0.00	0
20010805	13.80	24.50	19.15	0.00	1.03	0
20010806	12.40	23.70	18.05	0.00	1.61	0
20010807	15.50	29.10	22.30	0.00	0.39	0
20010808	18.10	23.60	20.85	0.00	0.00	0
20010809	17.80	19.20	18.50	0.00	0.03	0
20010810	15.00	23.40	19.20	0.00	0.69	0
20010811	10.20	24.20	17.20	0.80	2.45	0
20010812	9.90	26.70	18.30	0.00	2.29	0
20010813	11.00	28.50	19.75	0.00	1.74	0
20010814	12.80	30.40	21.60	0.00	1.06	0
20010815	14.60	32.80	23.70	0.00	0.54	0
20010816	16.30	26.30	21.30	0.00	0.26	0
20010817	14.90	26.40	20.65	0.00	0.60	0
20010818	15.70	30.40	23.05	0.00	0.34	0
20010819	16.40	30.10	23.25	0.00	0.21	0
20010820	16.30	26.80	21.55	0.00	0.25	0
20010821	15.40	27.70	21.55	0.00	0.44	0
20010822	14.90	29.60	22.25	0.00	0.52	0
20010823	14.70	29.10	21.90	0.00	0.58	0
20010824	15.00	30.40	22.70	0.00	0.49	0
20010825	14.80	31.90	23.35	0.00	0.51	0
20010826	13.60	31.60	22.60	0.00	0.80	0
20010827	15.90	31.40	23.65	0.00	0.29	0
20010828	15.80	30.40	23.10	0.00	0.32	0
20010829	15.90	30.10	23.00	0.00	0.30	0
20010830	18.10	26.20	22.15	0.00	0.00	0
20010831	13.30	21.20	17.25	0.75	1.55	0
20010901	12.10	16.30	14.20	3.80	3.80	0
20010902	9.00	22.30	15.65	2.35	3.28	0
20010903	9.20	25.50	17.35	0.65	2.70	0
20010904	14.70	18.90	16.80	1.20	1.35	0
20010905	10.30	18.50	14.40	3.60	3.65	0
20010906	6.80	20.70	13.75	4.25	4.69	0
20010907	12.50	23.60	18.05	0.00	1.58	0
20010908	11.70	24.50	18.10	0.00	1.81	0
20010909	13.80	19.50	16.65	1.35	1.64	0
20010910	8.80	18.40	13.60	4.40	4.44	0
20010911	5.00	18.90	11.95	6.05	6.15	0
20010912	4.30	21.60	12.95	5.05	5.65	0
20010913	6.90	24.20	15.55	2.45	3.88	0
20010914	11.00	16.40	13.70	4.30	4.30	0
20010915	7.50	19.80	13.65	4.35	4.60	0
20010916	9.00	17.00	13.00	5.00	5.00	0
20010917	8.60	15.20	11.90	6.10	6.10	0
20010918	5.30	17.30	11.30	6.70	6.70	0
20010919	8.30	19.10	13.70	4.30	4.44	0
20010920	8.90	22.40	15.65	2.35	3.30	0
20010921	9.10	24.20	16.65	1.35	2.92	200109
20010922	10.60	14.40	12.50	5.50	5.50	200109
20010923	12.50	16.90	14.70	3.30	3.30	200109
20010924	12.90	16.00	14.45	3.55	3.55	200109
20010925	12.20	19.90	16.05	1.95	2.30	200109
20010926	6.30	20.70	13.50	4.50	4.93	200109
20010927	6.00	22.50	14.25	3.75	4.63	200109
20010928	6.80	22.60	14.70	3.30	4.23	200109
20010929	11.00	15.30	13.15	4.85	4.85	200109
20010930	13.70	23.10	18.40	0.00	1.17	200109
20011001	11.00	26.40	18.70	0.00	1.90	200110
20011002	10.30	27.90	19.10	0.00	2.03	200110
20011003	12.10	28.60	20.35	0.00	1.36	200110
20011004	13.90	21.70	17.80	0.20	1.23	200110
20011005	9.20	21.30	15.25	2.75	3.39	200110
20011006	11.50	26.30	18.90	0.00	1.72	200110
20011007	15.50	24.20	19.85	0.00	0.50	200110
20011008	10.20	24.20	17.20	0.80	2.45	200110
20011009	8.50	19.60	14.05	3.95	4.17	200110
20011010	11.40	22.60	17.00	1.00	2.16	200110
20011011	9.00	22.40	15.70	2.30	3.26	200110
20011012	8.40	24.50	16.45	1.55	3.17	200110
20011013	8.90	24.60	16.75	1.25	2.94	200110
20011014	11.40	23.70	17.55	0.45	2.02	200110
20011015	9.60	23.30	16.45	1.55	2.84	200110
20011016	8.80	23.30	16.05	1.95	3.19	200110
20011017	8.60	22.30	15.45	2.55	3.46	200110
20011018	9.70	18.40	14.05	3.95	3.99	200110
20011019	10.00	23.90	16.95	1.05	2.57	200110
20011020	12.00	28.90	20.45	0.00	1.37	200110
20011021	11.80	17.60	14.70	3.30	3.30	200110
20011022	6.80	20.00	13.40	4.60	4.89	200110
20011023	7.10	16.20	11.65	6.35	6.35	200110
20011024	10.40	18.60	14.50	3.50	3.57	200110
20011025	6.50	19.40	12.95	5.05	5.23	200110
20011026	4.80	19.60	12.20	5.80	6.00	200110
20011027	4.30	20.60	12.45	5.55	5.93	200110
20011028	4.60	19.80	12.20	5.80	6.03	200110
20011029	4.60	20.70	12.65	5.35	5.76	200110
20011030	4.20	21.20	12.70	5.30	5.81	200110
20011031	3.30	19.40	11.35	6.65	6.81	200110
20011101	6.50	14.30	10.40	7.60	7.60	200111
20011102	5.80	11.70	8.75	9.25	9.25	200111
20011103	0.10	13.30	6.70	11.30	11.30	200111
20011104	0.60	16.10	8.35	9.65	9.65	200111
20011105	1.00	9.90	5.45	12.55	12.55	200111
20011106	7.30	10.70	9.00	9.00	9.00	200111
20011107	5.20	11.10	8.15	9.85	9.85	200111
20011108	7.90	12.60	10.25	7.75	7.75	200111
20011109	3.30	7.20	5.25	12.75	12.75	200111
20011110	-2.20	6.30	2.05	15.95	15.95	200111
20011111	-0.70	4.40	1.85	16.15	16.15	200111
20011112	2.00	4.10	3.05	14.95	14.95	200111
20011113	0.00	8.40	4.20	13.80	13.80	200111
20011114	3.20	4.60	3.90	14.10	14.10	200111
20011115	2.30	5.90	4.10	13.90	13.90	200111
20011116	-1.50	7.40	2.95	15.05	15.05	200111
20011117	-2.90	5.10	1.10	16.90	16.90	200111
20011118	-0.80	7.30	3.25	14.75	14.75	200111
20011119	1.60	7.40	4.50	13.50	13.50	200111
20011120	2.20	4.40	3.30	14.70	14.70	200111
20011121	-0.10	6.50	3.20	14.80	14.80	200111
20011122	-3.60	2.00	-0.80	18.80	18.80	200111
20011123	0.40	7.90	4.15	13.85	13.85	200111
20011124	-3.00	6.70	1.85	16.15	16.15	200111
20011125	-3.80	8.90	2.55	15.45	15.45	200111
20011126	2.90	10.80	6.85	11.15	11.15	200111
20011127	2.10	6.90	4.50	13.50	13.50	200111
20011128	-2.70	6.90	2.10	15.90	15.90	200111
20011129	-0.90	8.70	3.90	14.10	14.10	200111
20011130	3.80	8.40	6.10	11.90	11.90	200111
20011201	5.80	13.80	9.80	8.20	8.20	200112
20011202	7.80	10.50	9.15	8.85	8.85	200112
20011203	0.80	13.70	7.25	10.75	10.75	200112
20011204	0.00	8.20	4.10	13.90	13.90	200112
20011205	3.70	13.90	8.80	9.20	9.20	200112
20011206	6.20	14.90	10.55	7.45	7.45	200112
20011207	0.10	7.60	3.85	14.15	14.15	200112
20011208	3.30	7.40	5.35	12.65	12.65	200112
20011209	1.30	6.50	3.90	14.10	14.10	200112
20011210	-4.40	5.50	0.55	17.45	17.45	200112
20011211	-4.20	4.40	0.10	17.90	17.90	200112
20011212	0.80	3.30	2.05	15.95	15.95	200112
20011213	1.40	6.40	3.90	14.10	14.10	200112
20011214	-6.20	-1.10	-3.65	21.65	21.65	200112
20011215	-8.50	-1.40	-4.95	22.95	22.95	200112
20011216	-6.90	-1.60	-4.25	22.25	22.25	200112
20011217	-4.90	0.80	-2.05	20.05	20.05	200112
20011218	-9.60	0.80	-4.40	22.40	22.40	200112
20011219	-9.60	1.20	-4.20	22.20	22.20	200112
20011220	-8.40	-1.60	-5.00	23.00	23.00	200112
20011221	-4.40	1.20	-1.60	19.60	19.60	200112
20011222	-6.90	0.70	-3.10	21.10	21.10	200112
20011223	-6.40	2.80	-1.80	19.80	19.80	200112
20011224	-7.90	0.70	-3.60	21.60	21.60	200112
20011225	-10.80	2.90	-3.95	21.95	21.95	200112
20011226	-5.10	2.10	-1.50	19.50	19.50	200112
20011227	-6.40	3.00	-1.70	19.70	19.70	200112
20011228	-1.10	3.20	1.05	16.95	16.95	200112
20011229	0.40	5.80	3.10	14.90	14.90	200112
20011230	1.30	5.50	3.40	14.60	14.60	200112
20011231	-1.70	4.70	1.50	16.50	16.50	200112
20020101	-7.60	2.10	-2.75	20.75	20.75	200201
20020102	-8.60	2.50	-3.05	21.05	21.05	200201
20020103	-9.20	2.70	-3.25	21.25	21.25	200201
20020104	-7.90	2.40	-2.75	20.75	20.75	200201
20020105	-8.20	4.00	-2.10	20.10	20.10	200201
20020106	-8.20	3.20	-2.50	20.50	20.50	200201
20020107	-8.00	0.40	-3.80	21.80	21.80	200201
20020108	-8.40	4.50	-1.95	19.95	19.95	200201
20020109	-8.80	5.00	-1.90	19.90	19.90	200201
20020110	-8.80	5.50	-1.65	19.65	19.65	200201
20020111	-8.30	5.40	-1.45	19.45	19.45	200201
20020112	-8.10	7.70	-0.20	18.20	18.20	200201
20020113	-6.30	6.90	0.30	17.70	17.70	200201
20020114	-7.40	4.30	-1.55	19.55	19.55	200201
20020115	-4.10	2.60	-0.75	18.75	18.75	200201
20020116	-0.50	3.80	1.65	16.35	16.35	200201
20020117	-0.40	4.00	1.80	16.20	16.20	200201
20020118	-1.40	6.10	2.35	15.65	15.65	200201
20020119	-5.80	2.90	-1.45	19.45	19.45	200201
20020120	-5.40	8.90	1.75	16.25	16.25	200201
20020121	-5.80	11.60	2.90	15.10	15.10	200201
20020122	-4.60	6.00	0.70	17.30	17.30	200201
20020123	-3.50	11.80	4.15	13.85	13.85	200201
20020124	3.00	6.60	4.80	13.20	13.20	200201
20020125	1.60	10.80	6.20	11.80	11.80	200201
20020126	-0.60	14.10	6.75	11.25	11.25	200201
20020127	1.90	9.20	5.55	12.45	12.45	200201
20020128	2.70	14.00	8.35	9.65	9.65	200201
20020129	-1.60	13.80	6.10	11.90	11.90	200201
20020130	-1.80	13.50	5.85	12.15	12.15	200201
20020131	-0.80	10.90	5.05	12.95	12.95	200201
20020201	0.30	13.80	7.05	10.95	10.95	200202
20020202	-2.10	17.20	7.55	10.45	10.45	200202
20020203	-2.60	20.00	8.70	9.30	9.53	200202
20020204	5.20	16.30	10.75	7.25	7.25	200202
20020205	0.50	11.40	5.95	12.05	12.05	200202
20020206	4.40	7.80	6.10	11.90	11.90	200202
20020207	4.70	10.70	7.70	10.30	10.30	200202
20020208	0.40	11.90	6.15	11.85	11.85	200202
20020209	0.70	15.60	8.15	9.85	9.85	200202
20020210	6.60	14.00	10.30	7.70	7.70	200202
20020211	0.00	15.90	7.95	10.05	10.05	200202
20020212	-1.40	16.40	7.50	10.50	10.50	200202
20020213	-0.20	17.00	8.40	9.60	9.60	200202
20020214	2.40	7.10	4.75	13.25	13.25	200202
20020215	2.40	4.80	3.60	14.40	14.40	200202
20020216	3.10	8.90	6.00	12.00	12.00	200202
20020217	-0.70	10.70	5.00	13.00	13.00	200202
20020218	-0.90	9.70	4.40	13.60	13.60	200202
20020219	1.10	10.60	5.85	12.15	12.15	200202
20020220	4.00	7.00	5.50	12.50	12.50	200202
20020221	2.70	6.20	4.45	13.55	13.55	200202
20020222	-2.40	6.90	2.25	15.75	15.75	200202
20020223	1.50	12.70	7.10	10.90	10.90	200202
20020224	4.80	9.60	7.20	10.80	10.80	200202
20020225	3.10	14.70	8.90	9.10	9.10	200202
20020226	2.30	10.70	6.50	11.50	11.50	200202
20020227	6.90	12.70	9.80	8.20	8.20	200202
20020228	7.50	11.80	9.65	8.35	8.35	200202
20020301	1.80	7.10	4.45	13.55	13.55	200203
20020302	4.70	6.70	5.70	12.30	12.30	200203
20020303	3.90	11.20	7.55	10.45	10.45	200203
20020304	-0.90	13.10	6.10	11.90	11.90	200203
20020305	1.00	11.50	6.25	11.75	11.75	200203
20020306	3.40	7.20	5.30	12.70	12.70	200203
20020307	4.80	16.00	10.40	7.60	7.60	200203
20020308	5.60	17.40	11.50	6.50	6.50	200203
20020309	1.20	17.40	9.30	8.70	8.70	200203
20020310	5.40	18.00	11.70	6.30	6.30	200203
20020311	1.70	21.90	11.80	6.20	6.83	200203
20020312	1.90	21.00	11.45	6.55	6.99	200203
20020313	3.40	24.30	13.85	4.15	5.45	200203
20020314	8.80	17.20	13.00	5.00	5.00	200203
20020315	6.10	11.40	8.75	9.25	9.25	200203
20020316	1.90	15.60	8.75	9.25	9.25	200203
20020317	3.10	19.70	11.40	6.60	6.81	200203
20020318	4.90	19.70	12.30	5.70	5.92	200203
20020319	10.10	13.30	11.70	6.30	6.30	200203
20020320	8.90	19.90	14.40	3.60	3.89	200203
20020321	4.60	21.20	12.90	5.10	5.62	200203
20020322	10.70	18.80	14.75	3.25	3.35	200203
20020323	8.80	15.20	12.00	6.00	6.00	200203
20020324	2.60	12.80	7.70	10.30	10.30	200203
20020325	-1.10	11.60	5.25	12.75	12.75	200203
20020326	-1.00	13.60	6.30	11.70	11.70	200203
20020327	-1.60	14.40	6.40	11.60	11.60	200203
20020328	-0.50	16.10	7.80	10.20	10.20	200203
20020329	-0.30	16.80	8.25	9.75	9.75	200203
20020330	4.30	15.00	9.65	8.35	8.35	200203
20020331	-0.20	19.60	9.70	8.30	8.48	200203
20020401	1.00	22.10	11.55	6.45	7.11	200204
20020402	2.40	22.00	12.20	5.80	6.46	200204
20020403	3.40	21.60	12.50	5.50	6.09	200204
20020404	2.10	21.50	11.80	6.20	6.75	200204
20020405	6.30	19.40	12.85	5.15	5.32	200204
20020406	3.40	17.10	10.25	7.75	7.75	200204
20020407	7.20	10.60	8.90	9.10	9.10	200204
20020408	5.90	14.30	10.10	7.90	7.90	200204
20020409	8.00	15.50	11.75	6.25	6.25	200204
20020410	3.30	11.30	7.30	10.70	10.70	200204
20020411	4.20	18.00	11.10	6.90	6.90	200204
20020412	4.80	19.30	12.05	5.95	6.10	200204
20020413	9.10	10.60	9.85	8.15	8.15	200204
20020414	7.00	9.20	8.10	9.90	9.90	200204
20020415	0.50	13.70	7.10	10.90	10.90	200204
20020416	0.80	15.60	8.20	9.80	9.80	200204
20020417	3.10	17.50	10.30	7.70	7.70	200204
20020418	1.80	20.10	10.95	7.05	7.32	200204
20020419	4.80	18.60	11.70	6.30	6.36	200204
20020420	2.10	17.10	9.60	8.40	8.40	200204
20020421	2.00	19.80	10.90	7.10	7.32	200204
20020422	3.60	22.50	13.05	4.95	5.76	200204
20020423	6.40	23.30	14.85	3.15	4.27	200204
20020424	7.00	23.00	15.00	3.00	4.06	200204
20020425	7.90	25.40	16.65	1.35	3.26	200204
20020426	7.40	24.30	15.85	2.15	3.64	200204
20020427	10.60	18.90	14.75	3.25	3.36	200204
20020428	2.20	21.30	11.75	6.25	6.75	200204
20020429	11.30	20.10	15.70	2.30	2.68	200204
20020430	5.50	25.20	15.35	2.65	4.33	200204
20020501	11.10	17.50	14.30	3.70	3.70	200205
20020502	7.30	10.20	8.75	9.25	9.25	200205
20020503	2.70	8.40	5.55	12.45	12.45	200205
20020504	5.20	8.70	6.95	11.05	11.05	200205
20020505	6.20	12.30	9.25	8.75	8.75	200205
